Zones,GenVar
AZ_1,0.32401797161172163
AZ_2,0.32479704670329673
AZ_3,0.31880082417582417
AZ_4,0.32287168040293046
AZ_5,0.321108402014652
AZ_6,0.3221328983516484
AZ_7,0.3210995879120879
AZ_8,0.32120306776556784
AZ_9,0.32011984890109896
AZ_10,0.32060038919413925
AZ_11,0.3237878891941392
AZ_12,0.318884043040293
AZ_13,0.3195286172161172
AZ_14,0.32068875915750916
AZ_15,0.32623946886446886
AZ_16,0.32171554487179493
AZ_17,0.32275961538461545
AZ_18,0.32594196428571426
AZ_19,0.32290705128205127
AZ_20,0.3233555402930403
AZ_21,0.325527586996337
AZ_22,0.32306490384615383
AZ_23,0.3223414606227107
AZ_24,0.326476533882784
AZ_25,0.32157829670329674
AZ_26,0.32345867673992673
AZ_27,0.3249215888278389
AZ_28,0.32360027472527475
AZ_29,0.32408539377289375
AZ_30,0.32342044413919413
AZ_31,0.32269940476190473
AZ_32,0.32361401098901094
AZ_33,0.3248073489010988
AZ_34,0.3239921016483518
AZ_35,0.3232985347985347
AZ_36,0.3227086767399267
AZ_37,0.3241143543956044
AZ_38,0.3220667353479853
AZ_39,0.32374587912087904
AZ_40,0.3242687728937729
AZ_41,0.32378056318681325
AZ_42,0.3225725732600733
AZ_43,0.3264932463369964
AZ_44,0.32314503205128203
AZ_45,0.32697367216117224
AZ_46,0.3233347069597069
AZ_47,0.32192342032967036
AZ_48,0.3274368131868132
AZ_49,0.3200794413919413
AZ_50,0.31944184981684987
AZ_51,0.32669700091575093
AZ_52,0.3199526098901098
AZ_53,0.32872115384615386
AZ_54,0.32087969322344323
AZ_55,0.3220816163003662
AZ_56,0.3344853479853479
AZ_57,0.3249394459706959
AZ_58,0.3269362408424908
AZ_59,0.32623649267399274
CO_1,0.30606719322344317
CO_2,0.3086035943223443
CO_3,0.309921130952381
CO_4,0.31221760531135534
CO_5,0.3113878205128205
CO_6,0.3116947115384616
CO_7,0.3140541437728938
CO_8,0.315748054029304
CO_9,0.3140367445054945
CO_10,0.31312786172161183
CO_11,0.31236675824175825
CO_12,0.31274576465201465
CO_13,0.31254349816849825
CO_14,0.3136171016483516
CO_15,0.3150279304029303
CO_16,0.3153658424908425
CO_17,0.31584672619047616
CO_18,0.3162973901098901
CO_19,0.3137117673992674
CO_20,0.3094314331501832
ID_1,0.32217250457875457
ID_2,0.3194674908424909
ID_3,0.32024908424908416
ID_4,0.32419791666666664
ID_5,0.32456650641025636
ID_6,0.3273703067765568
ID_7,0.32807944139194134
ID_8,0.3257576694139195
ID_9,0.3228613782051283
ID_10,0.3224864926739927
ID_11,0.3224589056776557
ID_12,0.32212374084249096
ID_13,0.322139652014652
ID_14,0.3210677655677656
ID_15,0.32195661630036626
ID_16,0.3225223214285714
ID_17,0.3196521291208791
ID_18,0.31540682234432227
ID_19,0.3144441391941391
ID_20,0.31848981227106227
ID_21,0.30934111721611735
ID_22,0.2986497252747252
ID_23,0.293494162087912
ID_24,0.2927202380952381
ID_25,0.28862282509157516
ID_26,0.28824049908424904
ID_27,0.2854997710622711
ID_28,0.2819891254578754
ID_29,0.2788680173992673
ID_30,0.2756401098901099
ID_31,0.27109558150183144
ID_32,0.2679863782051283
ID_33,0.2669725274725275
ID_34,0.2659229624542124
ID_35,0.2638833562271063
ID_36,0.2615865384615385
ID_37,0.26376865842490843
ID_38,0.2623871336996336
MT_1,0.2973226877289376
MT_2,0.3031038232600733
MT_3,0.304878663003663
MT_4,0.3069036172161173
MT_5,0.3092065018315018
MT_6,0.31060313644688653
MT_7,0.30857406135531135
MT_8,0.307674565018315
MT_9,0.30494425366300376
MT_10,0.30329613095238095
MT_11,0.3002252747252747
MT_12,0.29870592948717956
MT_13,0.29604945054945053
MT_14,0.29769826007326006
MT_15,0.29829120879120885
MT_16,0.29532680860805877
MT_17,0.29265510531135536
MT_18,0.29009123168498174
MT_19,0.2911860119047619
MT_20,0.2907755265567766
NM_1,0.3383922847985348
NM_2,0.3356986034798535
NM_3,0.32794848901098894
NM_4,0.3349998855311355
NM_5,0.3343562271062271
NM_6,0.328073717948718
NM_7,0.3344499771062271
NM_8,0.3330076694139193
NM_9,0.3278912545787545
NM_10,0.3319123168498169
NM_11,0.3321941391941392
NM_12,0.32957818223443214
NM_13,0.33245489926739924
NM_14,0.32995489926739924
NM_15,0.33182119963369966
NM_16,0.3300517399267399
NM_17,0.33009226190476193
NM_18,0.33065899725274717
NM_19,0.329610119047619
NM_20,0.33032039835164834
NM_21,0.3304009844322344
NM_22,0.33079063644688655
NM_23,0.3277947573260074
NM_24,0.3309467719780219
NM_25,0.3291825778388279
NM_26,0.3265863095238095
NM_27,0.3274015567765568
NM_28,0.32704933608058606
NM_29,0.3263185668498169
NM_30,0.32662934981684993
NM_31,0.32574748168498163
NM_32,0.32685565476190476
NM_33,0.3257657967032968
NM_34,0.3265041208791209
NM_35,0.3253605769230769
NM_36,0.3260744047619048
NM_37,0.325948489010989
NM_38,0.3244749313186813
NM_39,0.3257250457875458
NM_40,0.32645432692307697
NM_41,0.3261765109890109
NM_42,0.3250413232600733
NM_43,0.3269328067765568
NM_44,0.3277171474358974
NM_45,0.32454441391941397
NM_46,0.3286971153846153
NM_47,0.32972264194139195
NM_48,0.3296130952380951
NM_49,0.32323305860805857
NM_50,0.3283391712454213
NM_51,0.32715464743589745
NM_52,0.32011252289377284
NM_53,0.3275578067765567
NM_54,0.31732829670329665
NM_55,0.3264186126373626
NM_56,0.32560050366300364
NM_57,0.31586561355311354
NM_58,0.32343108974358964
NM_59,0.31638003663003667
NM_60,0.3214260531135531
NM_61,0.3214004120879121
NM_62,0.31701144688644695
NM_63,0.32121279761904764
NM_64,0.3181324404761905
NM_65,0.3176026785714285
NM_66,0.31589823717948723
NM_67,0.3157891483516483
NM_68,0.31757520604395606
NM_69,0.31263163919413917
NV_1,0.3257805631868132
NV_2,0.35078445512820516
NV_3,0.327610576923077
NV_4,0.35290521978021977
NV_5,0.3304981684981685
NV_6,0.3522706043956044
NV_7,0.33145432692307697
NV_8,0.35239205586080585
NV_9,0.3523616071428571
NV_10,0.33287706043956045
NV_11,0.35062396978021976
NV_12,0.3503123855311355
NV_13,0.332575206043956
NV_14,0.3516532738095238
NV_15,0.3323300137362637
NV_16,0.3496964285714286
NV_17,0.3483231456043957
NV_18,0.3332889194139193
NV_19,0.3475109890109891
NV_20,0.3462398122710623
NV_21,0.33224759615384614
NV_22,0.3449480311355312
NV_23,0.3453754578754579
NV_24,0.33312007783882785
NV_25,0.34551350732600744
NV_26,0.3445652472527472
NV_27,0.3308147893772893
NV_28,0.344602793040293
NV_29,0.3432953296703297
NV_30,0.3281926510989011
NV_31,0.3426655219780219
NV_32,0.34249542124542126
NV_33,0.34114056776556784
NV_34,0.3264140338827839
NV_35,0.3405629578754578
NV_36,0.33955700549450546
NV_37,0.32478456959706964
NV_38,0.3385756639194139
NV_39,0.32507234432234433
NV_40,0.33708264652014647
NV_41,0.3380386904761905
NV_42,0.3246356456043956
NV_43,0.3351863553113554
NV_44,0.3357435897435897
NV_45,0.323610347985348
NV_46,0.33455666208791207
NV_47,0.3347743818681319
NV_48,0.32402048992674
NV_49,0.33611538461538454
NV_50,0.3221541895604396
NV_51,0.33514526098901104
NV_52,0.3353961767399269
NV_53,0.32086378205128196
NV_54,0.33335439560439556
NV_55,0.32040086996336997
NV_56,0.33426579670329676
NV_57,0.3337984203296704
NV_58,0.3214092261904762
NV_59,0.3343358516483516
NV_60,0.32067719780219783
NV_61,0.33550103021978034
NV_62,0.33510977564102573
NV_63,0.3227355769230769
NV_64,0.3357067307692308
NV_65,0.3213824404761906
NV_66,0.3366252289377289
NV_67,0.33657669413919405
NV_68,0.320384271978022
NV_69,0.3384122023809523
NV_70,0.33771359890109903
NV_71,0.3200768086080586
NV_72,0.33724221611721605
NV_73,0.335487065018315
NV_74,0.3343790064102565
NV_75,0.3322600732600732
NV_76,0.31845558608058605
NV_77,0.33210691391941394
NV_78,0.3313048305860806
NorCal_1,0.36605093864468863
NorCal_2,0.3669989697802197
NorCal_3,0.36056375915750916
NorCal_4,0.3577046703296703
NorCal_5,0.3591545329670329
NorCal_6,0.35404739010989017
NorCal_7,0.3582083333333333
NorCal_8,0.3501634615384616
NorCal_9,0.34613312728937734
NorCal_10,0.35273649267399265
NorCal_11,0.34903537087912084
NorCal_12,0.3511200778388279
NorCal_13,0.3497606456043956
NorCal_14,0.34610897435897436
NorCal_15,0.34851385073260077
NorCal_16,0.35246256868131853
NorCal_17,0.34582509157509156
NorCal_18,0.34750457875457874
NorCal_19,0.34222825091575093
NorCal_20,0.3500345695970695
NorCal_21,0.3478750000000001
NorCal_22,0.34668990384615384
NorCal_23,0.34856891025641024
NorCal_24,0.3459896978021979
NorCal_25,0.349439445970696
NorCal_26,0.34672092490842493
NorCal_27,0.34824336080586077
NorCal_28,0.3471622023809524
NorCal_29,0.34897951007326017
NorCal_30,0.3456031364468864
NorCal_31,0.3482532051282051
NorCal_32,0.3445448717948718
NorCal_33,0.35071520146520146
NorCal_34,0.3469141483516483
NorCal_35,0.34921932234432224
NorCal_36,0.3434219322344323
NorCal_37,0.351933608058608
NorCal_38,0.345889652014652
NorCal_39,0.3434180402930403
NorCal_40,0.3442641941391942
NorCal_41,0.34949255952380953
NorCal_42,0.34674565018315023
NorCal_43,0.3411426282051282
NorCal_44,0.3502253891941391
NorCal_45,0.34324187271062273
NorCal_46,0.33672378663003666
NorCal_47,0.3488464972527473
NorCal_48,0.3424583333333333
NorCal_49,0.33846279761904763
NorCal_50,0.344353250915751
NorCal_51,0.3441029075091575
NorCal_52,0.3437921245421246
NorCal_53,0.3354542124542125
NorCal_54,0.3406662087912088
NorCal_55,0.34008310439560446
NorCal_56,0.3380208333333334
NorCal_57,0.33539251373626366
NorCal_58,0.33786217948717945
NorCal_59,0.3363600045787545
NorCal_60,0.3380337683150183
NorCal_61,0.33843601190476186
NorCal_62,0.3366901327838827
NorCal_63,0.3303242902930404
NorCal_64,0.3347828525641027
NorCal_65,0.3376667811355311
NorCal_66,0.33519539835164835
NorCal_67,0.3403033424908425
NorCal_68,0.33554097985347997
NorCal_69,0.33345936355311356
NorCal_70,0.3349076236263736
NorCal_71,0.3372106227106228
NorCal_72,0.3345966117216117
NorCal_73,0.33516964285714285
NorCal_74,0.33312168040293033
NorCal_75,0.33144791666666673
NorCal_76,0.3287448489010989
NorCal_77,0.33636561355311356
NorCal_78,0.33271737637362636
NorCal_79,0.32319047619047614
NorCal_80,0.3137537774725274
NorCal_81,0.3105742902930403
NorCal_82,0.3022809065934066
NorCal_83,0.29746462912087923
NorCal_84,0.3003648122710622
NorCal_85,0.2818296703296704
NorCal_86,0.2846979166666667
NorCal_87,0.2839560439560439
NorCal_88,0.2754203296703297
PNW_1,0.302865728021978
PNW_2,0.3062327152014652
PNW_3,0.3070649038461539
PNW_4,0.31014285714285705
PNW_5,0.29318944597069596
PNW_6,0.3119943910256409
PNW_7,0.31481845238095235
PNW_8,0.29118463827838825
PNW_9,0.31282864010989014
PNW_10,0.3086425137362637
PNW_11,0.2887234432234432
PNW_12,0.30739995421245414
PNW_13,0.30204223901098903
PNW_14,0.29538255494505494
PNW_15,0.2873755723443223
PNW_16,0.2894761904761906
PNW_17,0.28390956959706964
PNW_18,0.2862625915750916
PNW_19,0.2859678342490843
PNW_20,0.2852331730769232
PNW_21,0.2815016025641025
PNW_22,0.28538804945054946
PNW_23,0.2846355311355311
PNW_24,0.28298557692307696
PNW_25,0.28616025641025655
PNW_26,0.28386114926739925
PNW_27,0.2784085393772894
PNW_28,0.28216941391941397
PNW_29,0.27682303113553114
PNW_30,0.2800254120879121
PNW_31,0.2818597756410256
PNW_32,0.27459374999999997
PNW_33,0.27717216117216126
PNW_34,0.2720306776556778
PNW_35,0.27360153388278385
PNW_36,0.2783761446886447
PNW_37,0.26581421703296704
PNW_38,0.26789858058608057
PNW_39,0.2623450091575092
PNW_40,0.26744722985347996
PNW_41,0.26185176282051287
PNW_42,0.27062225274725277
PNW_43,0.2559039606227106
PNW_44,0.2695202609890109
PNW_45,0.266125
PNW_46,0.2555294184981685
PNW_47,0.25148408882783885
PNW_48,0.2508819826007326
PNW_49,0.27496703296703295
PNW_50,0.23814457417582424
PNW_51,0.23898580586080584
SD_1,0.3282027243589743
SD_2,0.3453446657509157
SD_3,0.32746806318681315
SD_4,0.3415282738095238
SD_5,0.34330540293040296
SD_6,0.32936172161172156
SD_7,0.3434973672161172
SD_8,0.32883298992673976
SD_9,0.342882326007326
SD_10,0.33847744963369963
SD_11,0.32864537545787553
SD_12,0.3325999313186813
SD_13,0.3304317765567765
SD_14,0.32856684981684975
SD_15,0.32897596153846154
SD_16,0.3283753434065934
SoCal_1,0.36907440476190473
SoCal_2,0.3610591804029305
SoCal_3,0.3654916437728938
SoCal_4,0.35547355769230776
SoCal_5,0.36247367216117216
SoCal_6,0.35974439102564115
SoCal_7,0.3597369505494506
SoCal_8,0.34993086080586083
