Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12
,,,,,,,,191,13503.0,9276.0,3075.0,1457.0,3466.0,6964.0,18222.0,20701.0,3437.0,17409.0,3673.0,2347.0
,,,,,,,,192,12568.0,9040.0,2860.0,1388.0,3293.0,6386.0,16755.0,19228.0,3140.0,16058.0,3528.0,2304.0
,,,,,,,,193,11911.0,8723.0,2745.0,1371.0,3186.0,5893.0,15832.0,18359.0,2961.0,15202.0,3454.0,2232.0
,,,,,,,,194,11561.0,8581.0,2687.0,1363.0,3143.0,5584.0,15273.0,18002.0,2843.0,14654.0,3444.0,2232.0
,,,,,,,,195,11381.0,8547.0,2683.0,1397.0,3198.0,5410.0,14920.0,17952.0,2768.0,14313.0,3479.0,2244.0
,,,,,,,,196,11540.0,8771.0,2725.0,1457.0,3368.0,5300.0,14822.0,18445.0,2726.0,14192.0,3617.0,2304.0
,,,,,,,,197,11781.0,9177.0,2883.0,1574.0,3534.0,5319.0,15182.0,19673.0,2788.0,14485.0,3867.0,2419.0
,,,,,,,,198,12509.0,9825.0,3125.0,1690.0,3796.0,5274.0,15799.0,21780.0,2898.0,15087.0,4231.0,2609.0
,,,,,,,,199,13379.0,10269.0,3389.0,1775.0,4075.0,5410.0,16902.0,24066.0,3094.0,16060.0,4493.0,2744.0
,,,,,,,,200,14200.0,10816.0,3544.0,1817.0,4358.0,5851.0,18309.0,25050.0,3376.0,17456.0,4613.0,2848.0
,,,,,,,,201,15042.0,11242.0,3616.0,1808.0,4650.0,6278.0,19250.0,25128.0,3594.0,18438.0,4672.0,2867.0
,,,,,,,,202,16177.0,11598.0,3706.0,1821.0,4914.0,6715.0,19932.0,25125.0,3760.0,19244.0,4725.0,2908.0
,,,,,,,,203,17239.0,11835.0,3756.0,1822.0,5131.0,7153.0,20443.0,25047.0,3900.0,19815.0,4748.0,2937.0
,,,,,,,,204,18273.0,11948.0,3790.0,1774.0,5348.0,7497.0,20909.0,24969.0,4028.0,20314.0,4764.0,2928.0
,,,,,,,,205,19279.0,12135.0,3845.0,1790.0,5521.0,7829.0,21142.0,24894.0,4114.0,20563.0,4853.0,2982.0
,,,,,,,,206,20161.0,12282.0,3873.0,1763.0,5662.0,8181.0,21605.0,24729.0,4229.0,20949.0,4897.0,2974.0
,,,,,,,,207,20805.0,12439.0,3893.0,1805.0,5728.0,8575.0,21931.0,24586.0,4323.0,21351.0,4930.0,2977.0
,,,,,,,,208,21245.0,12534.0,3914.0,1763.0,5662.0,8861.0,22248.0,24518.0,4383.0,21580.0,4898.0,2966.0
,,,,,,,,209,21282.0,12457.0,3938.0,1743.0,5511.0,8854.0,22388.0,24526.0,4407.0,21468.0,4871.0,2954.0
,,,,,,,,210,20751.0,12180.0,3914.0,1749.0,5313.0,8946.0,22266.0,24440.0,4368.0,21392.0,4798.0,2919.0
,,,,,,,,211,19866.0,11919.0,3881.0,1750.0,5256.0,8687.0,21898.0,24306.0,4262.0,21037.0,4746.0,2867.0
,,,,,,,,212,19356.0,12081.0,3837.0,1790.0,4998.0,8343.0,21584.0,24395.0,4168.0,20571.0,4733.0,2905.0
,,,,,,,,213,18022.0,11916.0,3847.0,1726.0,4513.0,8371.0,22030.0,24511.0,4224.0,20930.0,4624.0,2865.0
,,,,,,,,214,16291.0,10866.0,3671.0,1612.0,4042.0,8017.0,21504.0,23616.0,4069.0,20374.0,4255.0,2655.0
,,,,,,,,215,14579.0,9954.0,3325.0,1556.0,3716.0,7454.0,19627.0,21701.0,3699.0,18624.0,3949.0,2457.0
,,,,,,,,216,13496.0,9492.0,3080.0,1507.0,3526.0,6770.0,17988.0,20050.0,3385.0,17147.0,3774.0,2416.0
,,,,,,,,217,12745.0,9185.0,2962.0,1469.0,3399.0,6275.0,16811.0,19057.0,3150.0,16001.0,3672.0,2341.0
,,,,,,,,218,12216.0,8957.0,2909.0,1471.0,3326.0,5929.0,16012.0,18666.0,2985.0,15251.0,3633.0,2307.0
,,,,,,,,219,11944.0,8912.0,2860.0,1502.0,3364.0,5707.0,15550.0,18517.0,2872.0,14793.0,3650.0,2327.0
,,,,,,,,220,12039.0,9076.0,2898.0,1498.0,3508.0,5584.0,15363.0,18734.0,2834.0,14615.0,3733.0,2359.0
,,,,,,,,221,12277.0,9468.0,3015.0,1591.0,3627.0,5563.0,15644.0,19723.0,2867.0,14856.0,3922.0,2454.0
,,,,,,,,222,12940.0,10082.0,3245.0,1728.0,3874.0,5521.0,16407.0,21576.0,3011.0,15552.0,4259.0,2655.0
,,,,,,,,223,13870.0,10661.0,3527.0,1796.0,4115.0,5643.0,17443.0,23686.0,3195.0,16510.0,4519.0,2790.0
,,,,,,,,224,14752.0,11281.0,3685.0,1804.0,4389.0,6112.0,18975.0,24743.0,3515.0,17999.0,4655.0,2865.0
,,,,,,,,225,15761.0,11756.0,3780.0,1798.0,4628.0,6596.0,19652.0,24855.0,3655.0,18673.0,4696.0,2925.0
,,,,,,,,226,16921.0,12218.0,3864.0,1819.0,4870.0,7027.0,20387.0,24902.0,3833.0,19444.0,4794.0,2994.0
,,,,,,,,227,18091.0,12512.0,3905.0,1818.0,5069.0,7497.0,21064.0,24860.0,3997.0,20115.0,4829.0,3006.0
,,,,,,,,228,19232.0,12742.0,3930.0,1817.0,5268.0,8038.0,21595.0,24861.0,4133.0,20681.0,4914.0,3026.0
,,,,,,,,229,20127.0,12907.0,3939.0,1817.0,5453.0,8409.0,22020.0,24889.0,4255.0,21021.0,4947.0,3023.0
,,,,,,,,230,21081.0,13015.0,4014.0,1831.0,5603.0,8819.0,22597.0,24835.0,4377.0,21477.0,5009.0,3035.0
,,,,,,,,231,21787.0,13091.0,4043.0,1851.0,5680.0,9192.0,23103.0,24793.0,4484.0,21879.0,5052.0,3023.0
,,,,,,,,232,22227.0,13120.0,4072.0,1832.0,5604.0,9528.0,23537.0,24806.0,4561.0,22126.0,5063.0,3017.0
,,,,,,,,233,22171.0,12895.0,4084.0,1789.0,5447.0,9732.0,23787.0,24898.0,4614.0,22233.0,5005.0,2988.0
,,,,,,,,234,21505.0,12512.0,4104.0,1767.0,5251.0,9721.0,23690.0,24815.0,4559.0,21985.0,4943.0,2949.0
,,,,,,,,235,20531.0,12103.0,4061.0,1782.0,5199.0,9483.0,23262.0,24643.0,4454.0,21501.0,4868.0,2896.0
,,,,,,,,236,19977.0,12105.0,4022.0,1800.0,4973.0,9099.0,22738.0,24654.0,4295.0,20983.0,4878.0,2934.0
,,,,,,,,237,18689.0,11825.0,4042.0,1762.0,4490.0,9003.0,22965.0,24684.0,4343.0,21281.0,4719.0,2893.0
,,,,,,,,238,16866.0,10808.0,3858.0,1672.0,4020.0,8580.0,22383.0,23797.0,4204.0,20741.0,4396.0,2704.0
,,,,,,,,239,15211.0,9927.0,3522.0,1555.0,3712.0,7908.0,20396.0,21740.0,3841.0,18973.0,4097.0,2528.0
,,,,,,,,240,13997.0,9605.0,3272.0,1527.0,3525.0,7182.0,18469.0,20127.0,3484.0,17324.0,3901.0,2451.0
,,,,,,,,241,13114.0,9264.0,3141.0,1502.0,3412.0,6575.0,17255.0,19079.0,3225.0,16204.0,3780.0,2381.0
,,,,,,,,242,12505.0,9080.0,3057.0,1517.0,3355.0,6202.0,16382.0,18548.0,3061.0,15412.0,3713.0,2359.0
,,,,,,,,243,12216.0,9037.0,3018.0,1523.0,3392.0,5955.0,15868.0,18336.0,2952.0,14955.0,3723.0,2362.0
,,,,,,,,244,12307.0,9187.0,3053.0,1560.0,3525.0,5788.0,15649.0,18535.0,2898.0,14760.0,3804.0,2410.0
,,,,,,,,245,12523.0,9559.0,3173.0,1643.0,3677.0,5749.0,15874.0,19481.0,2933.0,14991.0,4014.0,2493.0
,,,,,,,,246,13276.0,10159.0,3390.0,1749.0,3906.0,5698.0,16633.0,21216.0,3064.0,15693.0,4351.0,2680.0
,,,,,,,,247,14327.0,10694.0,3675.0,1823.0,4133.0,5861.0,17743.0,23283.0,3278.0,16734.0,4640.0,2772.0
,,,,,,,,248,15361.0,11097.0,3873.0,1866.0,4384.0,6395.0,19217.0,24495.0,3564.0,18109.0,4805.0,2893.0
,,,,,,,,249,16491.0,11392.0,4006.0,1871.0,4622.0,6961.0,20036.0,24887.0,3757.0,18907.0,4890.0,2914.0
,,,,,,,,250,17820.0,11731.0,4115.0,1889.0,4858.0,7581.0,20803.0,25143.0,3938.0,19675.0,4961.0,2971.0
,,,,,,,,251,19245.0,11948.0,4198.0,1892.0,5053.0,8181.0,21808.0,25314.0,4175.0,20660.0,5001.0,2994.0
,,,,,,,,252,20655.0,12002.0,4250.0,1912.0,5264.0,8712.0,22686.0,25390.0,4391.0,21471.0,5042.0,3006.0
,,,,,,,,253,22062.0,12129.0,4331.0,1909.0,5420.0,9179.0,23509.0,25373.0,4583.0,22178.0,5117.0,3038.0
,,,,,,,,254,23375.0,12260.0,4368.0,1918.0,5566.0,9676.0,24621.0,25432.0,4816.0,23091.0,5236.0,3032.0
,,,,,,,,255,24296.0,12381.0,4445.0,1906.0,5634.0,10137.0,25492.0,25320.0,4993.0,23824.0,5295.0,3035.0
,,,,,,,,256,24774.0,12410.0,4515.0,1887.0,5561.0,10503.0,26196.0,25325.0,5122.0,24333.0,5311.0,3058.0
,,,,,,,,257,24730.0,12325.0,4526.0,1883.0,5386.0,10733.0,26595.0,25336.0,5174.0,24551.0,5256.0,3029.0
,,,,,,,,258,23970.0,12048.0,4531.0,1868.0,5191.0,10686.0,26509.0,25207.0,5136.0,24333.0,5155.0,2979.0
,,,,,,,,259,22848.0,11868.0,4513.0,1860.0,5201.0,10472.0,25979.0,24966.0,5003.0,23756.0,5087.0,2928.0
,,,,,,,,260,22085.0,11956.0,4427.0,1874.0,5007.0,10113.0,25298.0,24851.0,4827.0,23081.0,5075.0,2997.0
,,,,,,,,261,20500.0,11814.0,4424.0,1780.0,4581.0,9923.0,25174.0,24850.0,4793.0,23021.0,4891.0,2917.0
,,,,,,,,262,18417.0,11027.0,4222.0,1681.0,4115.0,9450.0,24175.0,23962.0,4570.0,22075.0,4541.0,2756.0
,,,,,,,,263,16498.0,10143.0,3858.0,1588.0,3817.0,8615.0,21872.0,22049.0,4131.0,20089.0,4194.0,2540.0
,,,,,,,,264,15291.0,9751.0,3645.0,1547.0,3609.0,7710.0,19680.0,20319.0,3725.0,18308.0,3970.0,2479.0
,,,,,,,,265,14334.0,9391.0,3379.0,1510.0,3483.0,7094.0,18371.0,19406.0,3490.0,17215.0,3850.0,2399.0
,,,,,,,,266,13645.0,9177.0,3263.0,1464.0,3410.0,6664.0,17347.0,18760.0,3281.0,16303.0,3774.0,2353.0
,,,,,,,,267,13219.0,9080.0,3207.0,1503.0,3428.0,6332.0,16716.0,18470.0,3153.0,15736.0,3774.0,2362.0
,,,,,,,,268,13165.0,9198.0,3200.0,1541.0,3583.0,6109.0,16543.0,18643.0,3108.0,15578.0,3834.0,2356.0
,,,,,,,,269,13271.0,9521.0,3304.0,1621.0,3735.0,6029.0,16681.0,19469.0,3131.0,15716.0,4002.0,2460.0
,,,,,,,,270,14065.0,10020.0,3509.0,1734.0,4012.0,5949.0,17387.0,21177.0,3230.0,16396.0,4332.0,2632.0
,,,,,,,,271,15325.0,10444.0,3814.0,1771.0,4296.0,6083.0,18399.0,23190.0,3443.0,17352.0,4643.0,2718.0
,,,,,,,,272,16677.0,11122.0,4072.0,1863.0,4601.0,6686.0,19710.0,24404.0,3694.0,18593.0,4827.0,2882.0
,,,,,,,,273,18115.0,11549.0,4211.0,1879.0,4871.0,7303.0,20836.0,24954.0,3955.0,19688.0,4990.0,2925.0
,,,,,,,,274,19758.0,12063.0,4338.0,1908.0,5109.0,7959.0,22024.0,25328.0,4212.0,20818.0,5122.0,3026.0
,,,,,,,,275,21402.0,12332.0,4440.0,1901.0,5330.0,8657.0,23228.0,25614.0,4484.0,21861.0,5234.0,3052.0
,,,,,,,,276,22413.0,12508.0,4542.0,1936.0,5496.0,9273.0,24235.0,25768.0,4694.0,22324.0,5276.0,3074.0
,,,,,,,,277,23758.0,12681.0,4653.0,1918.0,5662.0,9775.0,24966.0,25861.0,4852.0,22819.0,5380.0,3089.0
,,,,,,,,278,24914.0,12858.0,4733.0,1926.0,5791.0,10376.0,25970.0,25938.0,5049.0,23595.0,5492.0,3124.0
,,,,,,,,279,25535.0,12954.0,4804.0,1914.0,5836.0,10816.0,26784.0,25836.0,5194.0,24171.0,5540.0,3144.0
,,,,,,,,280,25622.0,12957.0,4853.0,1896.0,5733.0,11222.0,27265.0,25754.0,5272.0,24483.0,5506.0,3106.0
,,,,,,,,281,25133.0,12899.0,4900.0,1871.0,5522.0,11381.0,27407.0,25607.0,5263.0,24451.0,5430.0,3058.0
,,,,,,,,282,23874.0,12522.0,4917.0,1833.0,5291.0,11267.0,26983.0,25190.0,5138.0,23916.0,5295.0,2991.0
,,,,,,,,283,22721.0,12177.0,4876.0,1819.0,5206.0,10605.0,26118.0,24737.0,4941.0,23122.0,5169.0,2917.0
,,,,,,,,284,22039.0,12140.0,4780.0,1823.0,5044.0,10449.0,25083.0,24298.0,4710.0,22471.0,5063.0,2937.0
,,,,,,,,285,20621.0,11919.0,4707.0,1795.0,4658.0,10208.0,24648.0,24257.0,4632.0,22305.0,4907.0,2902.0
,,,,,,,,286,18893.0,11107.0,4522.0,1700.0,4241.0,9692.0,23657.0,23487.0,4430.0,21589.0,4575.0,2744.0
,,,,,,,,287,17162.0,10312.0,4200.0,1611.0,3938.0,9011.0,21728.0,21924.0,4068.0,19978.0,4249.0,2557.0
,,,,,,,,288,15952.0,9866.0,3910.0,1553.0,3712.0,8296.0,19761.0,20449.0,3691.0,18366.0,4050.0,2488.0
,,,,,,,,289,14981.0,9390.0,3774.0,1505.0,3562.0,7648.0,18222.0,19332.0,3408.0,17079.0,3878.0,2384.0
,,,,,,,,290,14094.0,9169.0,3650.0,1495.0,3456.0,7199.0,17275.0,18723.0,3230.0,16220.0,3787.0,2333.0
,,,,,,,,291,13503.0,9068.0,3535.0,1489.0,3415.0,6857.0,16713.0,18424.0,3119.0,15757.0,3748.0,2318.0
,,,,,,,,292,13159.0,9041.0,3494.0,1495.0,3428.0,6597.0,16334.0,18334.0,3044.0,15441.0,3753.0,2330.0
,,,,,,,,293,12793.0,9056.0,3502.0,1508.0,3432.0,6407.0,16266.0,18503.0,3015.0,15372.0,3762.0,2333.0
,,,,,,,,294,12992.0,9191.0,3572.0,1589.0,3636.0,6121.0,16337.0,18956.0,3032.0,15480.0,3849.0,2384.0
,,,,,,,,295,14085.0,9441.0,3749.0,1667.0,3989.0,5997.0,16595.0,20020.0,3083.0,15759.0,4081.0,2485.0
,,,,,,,,296,15655.0,10031.0,4011.0,1752.0,4392.0,6469.0,17342.0,21387.0,3242.0,16462.0,4339.0,2643.0
,,,,,,,,297,17319.0,10617.0,4205.0,1790.0,4744.0,7159.0,18429.0,22725.0,3475.0,17466.0,4565.0,2738.0
,,,,,,,,298,18844.0,11133.0,4367.0,1829.0,5039.0,7920.0,19488.0,23521.0,3716.0,18470.0,4713.0,2845.0
,,,,,,,,299,20210.0,11478.0,4510.0,1832.0,5274.0,8607.0,20204.0,23830.0,3876.0,19070.0,4854.0,2879.0
,,,,,,,,300,20913.0,11766.0,4622.0,1836.0,5444.0,9187.0,20857.0,24021.0,4019.0,19251.0,4943.0,2963.0
,,,,,,,,301,21777.0,11756.0,4688.0,1847.0,5586.0,9599.0,21180.0,23726.0,4087.0,19433.0,4981.0,2968.0
,,,,,,,,302,22545.0,11552.0,4733.0,1855.0,5676.0,9935.0,21607.0,23497.0,4175.0,19708.0,5032.0,2979.0
,,,,,,,,303,23151.0,11280.0,4768.0,1857.0,5676.0,10204.0,22070.0,23259.0,4259.0,20037.0,5096.0,2979.0
,,,,,,,,304,23285.0,11091.0,4776.0,1845.0,5609.0,10399.0,22480.0,23091.0,4334.0,20291.0,5124.0,2974.0
,,,,,,,,305,23013.0,11040.0,4768.0,1836.0,5462.0,10495.0,22640.0,23179.0,4382.0,20422.0,5100.0,2951.0
,,,,,,,,306,22077.0,10930.0,4741.0,1809.0,5268.0,10394.0,22488.0,23055.0,4352.0,20290.0,5012.0,2940.0
,,,,,,,,307,20916.0,10828.0,4661.0,1807.0,5185.0,10060.0,21984.0,22859.0,4255.0,19929.0,4900.0,2879.0
,,,,,,,,308,20637.0,10979.0,4559.0,1843.0,5029.0,9623.0,21336.0,22681.0,4105.0,19861.0,4874.0,2876.0
,,,,,,,,309,19344.0,10891.0,4480.0,1795.0,4644.0,9516.0,21357.0,22779.0,4105.0,20043.0,4739.0,2836.0
,,,,,,,,310,17634.0,10321.0,4344.0,1728.0,4268.0,9146.0,20809.0,22333.0,3966.0,19559.0,4414.0,2686.0
,,,,,,,,311,16020.0,9772.0,4053.0,1653.0,3941.0,8577.0,19433.0,21064.0,3691.0,18341.0,4122.0,2528.0
,,,,,,,,312,14706.0,9454.0,3773.0,1579.0,3728.0,7928.0,18246.0,19567.0,3457.0,17277.0,3929.0,2445.0
,,,,,,,,313,13721.0,9184.0,3613.0,1543.0,3535.0,7356.0,17121.0,18595.0,3238.0,16222.0,3777.0,2375.0
,,,,,,,,314,13007.0,9004.0,3494.0,1496.0,3426.0,6899.0,16292.0,18082.0,3064.0,15481.0,3672.0,2307.0
,,,,,,,,315,12575.0,8877.0,3416.0,1485.0,3367.0,6518.0,15655.0,17839.0,2943.0,14905.0,3630.0,2283.0
,,,,,,,,316,12298.0,8832.0,3384.0,1480.0,3342.0,6266.0,15299.0,17817.0,2856.0,14566.0,3605.0,2289.0
,,,,,,,,317,11880.0,8834.0,3382.0,1502.0,3283.0,6088.0,15193.0,17930.0,2816.0,14457.0,3608.0,2255.0
,,,,,,,,318,12096.0,8835.0,3366.0,1572.0,3450.0,5808.0,15207.0,18313.0,2816.0,14490.0,3708.0,2307.0
,,,,,,,,319,13103.0,9075.0,3551.0,1668.0,3747.0,5578.0,15142.0,19332.0,2805.0,14453.0,3949.0,2428.0
,,,,,,,,320,14526.0,9622.0,3782.0,1720.0,4081.0,5935.0,15704.0,20709.0,2929.0,14952.0,4214.0,2552.0
,,,,,,,,321,16012.0,10165.0,3993.0,1774.0,4427.0,6554.0,16642.0,21966.0,3136.0,15856.0,4442.0,2712.0
,,,,,,,,322,17465.0,10640.0,4122.0,1800.0,4734.0,7206.0,17587.0,22730.0,3350.0,16753.0,4596.0,2793.0
,,,,,,,,323,18736.0,11158.0,4253.0,1803.0,4991.0,7943.0,18395.0,22957.0,3527.0,17492.0,4746.0,2867.0
,,,,,,,,324,19406.0,11545.0,4382.0,1827.0,5172.0,8573.0,19026.0,23105.0,3682.0,17712.0,4830.0,2922.0
,,,,,,,,325,20340.0,11947.0,4496.0,1832.0,5327.0,9079.0,19424.0,23168.0,3772.0,18043.0,4940.0,2951.0
,,,,,,,,326,21181.0,12241.0,4573.0,1810.0,5430.0,9534.0,19849.0,23048.0,3861.0,18368.0,5012.0,2988.0
,,,,,,,,327,21832.0,12569.0,4671.0,1833.0,5476.0,9903.0,20156.0,22933.0,3920.0,18532.0,5101.0,3032.0
,,,,,,,,328,22250.0,12709.0,4752.0,1861.0,5490.0,10212.0,20576.0,22945.0,3985.0,18758.0,5159.0,3071.0
,,,,,,,,329,22201.0,12679.0,4832.0,1851.0,5390.0,10321.0,21126.0,23280.0,4068.0,19132.0,5164.0,3074.0
,,,,,,,,330,21484.0,12424.0,4848.0,1845.0,5241.0,10245.0,21437.0,23493.0,4094.0,19280.0,5128.0,3055.0
,,,,,,,,331,20450.0,12137.0,4804.0,1848.0,5202.0,9920.0,21288.0,23566.0,4051.0,19211.0,5046.0,3006.0
,,,,,,,,332,20111.0,12143.0,4699.0,1865.0,5044.0,9420.0,20816.0,23607.0,3958.0,19344.0,5035.0,2988.0
,,,,,,,,333,18779.0,11873.0,4624.0,1819.0,4618.0,9324.0,21042.0,23729.0,4005.0,19712.0,4853.0,2963.0
,,,,,,,,334,17045.0,10944.0,4400.0,1692.0,4177.0,8962.0,20507.0,22943.0,3892.0,19235.0,4463.0,2741.0
,,,,,,,,335,15497.0,10173.0,4026.0,1608.0,3874.0,8396.0,18970.0,21256.0,3594.0,17861.0,4138.0,2534.0
,,,,,,,,336,14360.0,9766.0,3749.0,1548.0,3676.0,7680.0,17496.0,19755.0,3306.0,16551.0,3947.0,2460.0
,,,,,,,,337,16551.0,9670.0,3632.0,1523.0,3672.0,8387.0,19067.0,19569.0,3664.0,18112.0,4000.0,2508.0
,,,,,,,,338,16044.0,9470.0,3507.0,1512.0,3645.0,7928.0,18356.0,18931.0,3522.0,17466.0,3921.0,2467.0
,,,,,,,,339,15776.0,9409.0,3478.0,1512.0,3676.0,7525.0,17838.0,18635.0,3422.0,16927.0,3914.0,2467.0
,,,,,,,,340,15888.0,9556.0,3488.0,1563.0,3853.0,7246.0,17564.0,18752.0,3357.0,16676.0,4028.0,2470.0
,,,,,,,,341,16538.0,10098.0,3602.0,1655.0,4062.0,7107.0,17704.0,19594.0,3367.0,16812.0,4283.0,2615.0
,,,,,,,,342,17222.0,10621.0,3832.0,1747.0,4283.0,7134.0,18480.0,21022.0,3504.0,17493.0,4496.0,2715.0
,,,,,,,,343,18210.0,10869.0,4061.0,1841.0,4564.0,7118.0,19463.0,22523.0,3666.0,18393.0,4754.0,2816.0
,,,,,,,,344,19347.0,11363.0,4301.0,1928.0,4883.0,7488.0,20938.0,23882.0,3969.0,19878.0,5075.0,2982.0
,,,,,,,,345,20663.0,11832.0,4525.0,2004.0,5206.0,8077.0,22419.0,25019.0,4289.0,21399.0,5316.0,3109.0
,,,,,,,,346,22073.0,12276.0,4746.0,2045.0,5424.0,8768.0,23946.0,26047.0,4615.0,22886.0,5565.0,3201.0
,,,,,,,,347,23352.0,12618.0,4950.0,2128.0,5619.0,9448.0,25476.0,26793.0,4934.0,24248.0,5750.0,3282.0
,,,,,,,,348,24373.0,12742.0,5123.0,2185.0,5821.0,10053.0,26769.0,27407.0,5198.0,25372.0,5919.0,3366.0
,,,,,,,,349,25393.0,12929.0,5320.0,2258.0,5999.0,10609.0,27803.0,27978.0,5411.0,26281.0,6067.0,3443.0
,,,,,,,,350,26341.0,12896.0,5479.0,2283.0,6081.0,11119.0,28940.0,28406.0,5608.0,27160.0,6153.0,3489.0
,,,,,,,,351,26768.0,13052.0,5603.0,2309.0,6021.0,11435.0,30018.0,28610.0,5785.0,27988.0,6156.0,3495.0
,,,,,,,,352,26822.0,13225.0,5662.0,2292.0,5865.0,11123.0,30887.0,28893.0,5911.0,28544.0,6176.0,3497.0
,,,,,,,,353,26111.0,13222.0,5659.0,2269.0,5630.0,11038.0,31253.0,28645.0,5914.0,28632.0,6083.0,3464.0
,,,,,,,,354,24971.0,13101.0,5630.0,2233.0,5489.0,11150.0,30816.0,28484.0,5803.0,28050.0,5872.0,3382.0
,,,,,,,,355,24653.0,13021.0,5593.0,2190.0,5486.0,10902.0,29795.0,27819.0,5595.0,27168.0,5741.0,3325.0
,,,,,,,,356,23877.0,13122.0,5438.0,2151.0,5175.0,10662.0,28570.0,27412.0,5396.0,26192.0,5605.0,3322.0
,,,,,,,,357,22467.0,12329.0,5258.0,1996.0,4688.0,10491.0,28077.0,26924.0,5317.0,25886.0,5263.0,3156.0
,,,,,,,,358,20523.0,11179.0,4816.0,1828.0,4252.0,9961.0,26274.0,25268.0,5017.0,24418.0,4802.0,2899.0
,,,,,,,,359,18971.0,10338.0,4362.0,1685.0,3963.0,9313.0,23622.0,23161.0,4529.0,22144.0,4470.0,2741.0
,,,,,,,,360,17856.0,9751.0,4063.0,1611.0,3770.0,8703.0,21172.0,21220.0,4068.0,19977.0,4243.0,2606.0
,,,,,,,,361,17090.0,9609.0,3896.0,1561.0,3665.0,8043.0,19805.0,20079.0,3813.0,18750.0,4083.0,2552.0
,,,,,,,,362,16592.0,9492.0,3741.0,1527.0,3602.0,7583.0,18909.0,19338.0,3635.0,17923.0,3990.0,2482.0
,,,,,,,,363,16275.0,9443.0,3656.0,1538.0,3658.0,7254.0,18165.0,18959.0,3492.0,17244.0,3974.0,2499.0
,,,,,,,,364,16372.0,9613.0,3645.0,1568.0,3849.0,7078.0,17838.0,19006.0,3419.0,16925.0,4075.0,2540.0
,,,,,,,,365,16952.0,10151.0,3739.0,1650.0,4058.0,6967.0,17815.0,19759.0,3397.0,16859.0,4307.0,2643.0
,,,,,,,,366,17626.0,10644.0,3936.0,1744.0,4244.0,7023.0,18711.0,21100.0,3551.0,17640.0,4520.0,2724.0
,,,,,,,,367,18433.0,11083.0,4147.0,1842.0,4479.0,7049.0,19874.0,22670.0,3754.0,18777.0,4733.0,2836.0
,,,,,,,,368,19312.0,11574.0,4351.0,1917.0,4789.0,7469.0,21136.0,23864.0,4014.0,20058.0,4978.0,2979.0
,,,,,,,,369,20455.0,12249.0,4512.0,1979.0,5085.0,8217.0,22331.0,24707.0,4280.0,21362.0,5177.0,3109.0
,,,,,,,,370,21620.0,12799.0,4697.0,2054.0,5347.0,8943.0,23539.0,25496.0,4547.0,22583.0,5402.0,3242.0
,,,,,,,,371,22587.0,13286.0,4867.0,2101.0,5572.0,9733.0,24732.0,26087.0,4816.0,23648.0,5592.0,3340.0
,,,,,,,,372,23477.0,13688.0,5027.0,2155.0,5742.0,10422.0,25532.0,26558.0,4991.0,24294.0,5788.0,3429.0
,,,,,,,,373,24329.0,14144.0,5179.0,2198.0,5919.0,10895.0,26658.0,26842.0,5231.0,25300.0,5929.0,3518.0
,,,,,,,,374,25124.0,14636.0,5313.0,2231.0,6016.0,11166.0,27701.0,27153.0,5431.0,26129.0,6042.0,3630.0
,,,,,,,,375,25560.0,14972.0,5398.0,2233.0,6038.0,11232.0,28622.0,27159.0,5577.0,26840.0,5977.0,3668.0
,,,,,,,,376,25540.0,15258.0,5445.0,2208.0,5915.0,11180.0,29289.0,27316.0,5620.0,27214.0,5912.0,3676.0
,,,,,,,,377,24868.0,15309.0,5458.0,2160.0,5679.0,11106.0,29518.0,27359.0,5595.0,27173.0,5857.0,3633.0
,,,,,,,,378,23743.0,14900.0,5385.0,2122.0,5561.0,11012.0,29031.0,27143.0,5506.0,26550.0,5730.0,3550.0
,,,,,,,,379,23265.0,14532.0,5308.0,2113.0,5575.0,10651.0,28130.0,26721.0,5320.0,25717.0,5657.0,3464.0
,,,,,,,,380,22317.0,14393.0,5209.0,2062.0,5286.0,10468.0,27140.0,26531.0,5147.0,24947.0,5550.0,3446.0
,,,,,,,,381,20419.0,13413.0,5054.0,1940.0,4808.0,10233.0,27000.0,26083.0,5134.0,24938.0,5189.0,3224.0
,,,,,,,,382,18167.0,11994.0,4667.0,1785.0,4368.0,9636.0,25355.0,24530.0,4819.0,23524.0,4799.0,2966.0
,,,,,,,,383,16576.0,11171.0,4294.0,1673.0,4071.0,8944.0,22929.0,22532.0,4380.0,21415.0,4465.0,2804.0
,,,,,,,,384,15466.0,10428.0,4000.0,1601.0,3884.0,8321.0,20659.0,20762.0,3960.0,19401.0,4266.0,2669.0
,,,,,,,,385,14794.0,10028.0,3813.0,1564.0,3762.0,7835.0,19146.0,19691.0,3676.0,18031.0,4087.0,2632.0
,,,,,,,,386,14344.0,9906.0,3688.0,1552.0,3706.0,7465.0,18309.0,19016.0,3521.0,17267.0,4014.0,2557.0
,,,,,,,,387,14094.0,9830.0,3621.0,1542.0,3749.0,7179.0,17678.0,18724.0,3394.0,16688.0,4012.0,2525.0
