Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12
,,,,,,,,388,14258.0,10057.0,3597.0,1552.0,3946.0,6975.0,17392.0,18823.0,3329.0,16406.0,4093.0,2568.0
,,,,,,,,389,14903.0,10564.0,3689.0,1655.0,4174.0,6876.0,17559.0,19473.0,3331.0,16536.0,4366.0,2695.0
,,,,,,,,390,15513.0,11066.0,3896.0,1744.0,4358.0,6875.0,18370.0,20888.0,3481.0,17222.0,4609.0,2816.0
,,,,,,,,391,16181.0,11595.0,4072.0,1814.0,4569.0,6916.0,19513.0,22403.0,3672.0,18302.0,4811.0,2925.0
,,,,,,,,392,16972.0,12270.0,4248.0,1877.0,4865.0,7024.0,20777.0,23643.0,3941.0,19539.0,5002.0,3064.0
,,,,,,,,393,17789.0,12984.0,4443.0,1962.0,5132.0,7161.0,21962.0,24621.0,4187.0,20758.0,5178.0,3201.0
,,,,,,,,394,18646.0,13724.0,4583.0,2028.0,5379.0,7455.0,23292.0,25179.0,4459.0,22087.0,5316.0,3325.0
,,,,,,,,395,19214.0,14311.0,4738.0,2059.0,5560.0,7537.0,24546.0,25639.0,4730.0,23206.0,5448.0,3366.0
,,,,,,,,396,19339.0,14535.0,4884.0,2105.0,5731.0,7602.0,25148.0,26074.0,4838.0,23647.0,5559.0,3474.0
,,,,,,,,397,19786.0,14588.0,5030.0,2129.0,5883.0,7514.0,25767.0,26329.0,4954.0,24108.0,5630.0,3532.0
,,,,,,,,398,20159.0,14686.0,5171.0,2164.0,5950.0,7501.0,26767.0,26514.0,5107.0,24853.0,5744.0,3598.0
,,,,,,,,399,19909.0,14690.0,5270.0,2162.0,5914.0,7537.0,27713.0,26690.0,5257.0,25568.0,5825.0,3630.0
,,,,,,,,400,19760.0,14518.0,5355.0,2170.0,5794.0,7604.0,28406.0,26818.0,5320.0,25975.0,5882.0,3647.0
,,,,,,,,401,19690.0,14062.0,5329.0,2136.0,5582.0,7571.0,28730.0,26925.0,5326.0,26043.0,5839.0,3624.0
,,,,,,,,402,19421.0,13666.0,5373.0,2091.0,5447.0,7517.0,28342.0,26724.0,5214.0,25523.0,5688.0,3538.0
,,,,,,,,403,19861.0,13568.0,5280.0,2081.0,5475.0,7468.0,27362.0,26232.0,5034.0,24730.0,5596.0,3469.0
,,,,,,,,404,19726.0,13702.0,5107.0,2026.0,5179.0,7483.0,26561.0,26085.0,4931.0,24223.0,5513.0,3434.0
,,,,,,,,405,18776.0,12943.0,4983.0,1889.0,4703.0,7670.0,26318.0,25671.0,4901.0,24108.0,5105.0,3251.0
,,,,,,,,406,17356.0,11932.0,4587.0,1730.0,4257.0,7470.0,24810.0,24221.0,4644.0,22876.0,4706.0,2991.0
,,,,,,,,407,16098.0,11048.0,4182.0,1615.0,3969.0,7092.0,22516.0,22172.0,4229.0,20889.0,4407.0,2804.0
,,,,,,,,408,15265.0,10335.0,3920.0,1545.0,3805.0,6585.0,20329.0,20519.0,3816.0,18940.0,4222.0,2666.0
,,,,,,,,409,14704.0,10065.0,3759.0,1503.0,3690.0,6164.0,18841.0,19481.0,3547.0,17607.0,4087.0,2615.0
,,,,,,,,410,14085.0,9836.0,3642.0,1475.0,3632.0,5931.0,17998.0,18837.0,3390.0,16868.0,3995.0,2546.0
,,,,,,,,411,13755.0,9727.0,3573.0,1500.0,3667.0,5747.0,17389.0,18541.0,3274.0,16306.0,3977.0,2528.0
,,,,,,,,412,13892.0,9972.0,3556.0,1559.0,3853.0,5675.0,17289.0,18670.0,3245.0,16215.0,4076.0,2588.0
,,,,,,,,413,14518.0,10370.0,3645.0,1655.0,4078.0,5602.0,17560.0,19564.0,3286.0,16456.0,4358.0,2686.0
,,,,,,,,414,15265.0,11069.0,3837.0,1758.0,4239.0,5682.0,18293.0,20929.0,3423.0,17114.0,4584.0,2845.0
,,,,,,,,415,15776.0,11558.0,4034.0,1833.0,4534.0,5861.0,19680.0,22505.0,3664.0,18406.0,4819.0,2946.0
,,,,,,,,416,16312.0,12183.0,4213.0,1907.0,4849.0,6157.0,20756.0,23597.0,3890.0,19458.0,4946.0,3069.0
,,,,,,,,417,17236.0,12672.0,4401.0,1972.0,5148.0,6597.0,21848.0,24684.0,4130.0,20540.0,5220.0,3195.0
,,,,,,,,418,18361.0,13189.0,4542.0,2031.0,5417.0,7140.0,22804.0,25314.0,4348.0,21476.0,5454.0,3314.0
,,,,,,,,419,19275.0,13546.0,4707.0,2043.0,5639.0,7561.0,23875.0,25721.0,4581.0,22390.0,5616.0,3408.0
,,,,,,,,420,20003.0,13851.0,4851.0,2068.0,5804.0,8058.0,24777.0,26031.0,4779.0,23114.0,5750.0,3497.0
,,,,,,,,421,20769.0,14136.0,5024.0,2120.0,5861.0,8378.0,25524.0,26399.0,4935.0,23756.0,5893.0,3564.0
,,,,,,,,422,21438.0,14353.0,5158.0,2147.0,5918.0,8710.0,26494.0,26508.0,5124.0,24597.0,5998.0,3610.0
,,,,,,,,423,22028.0,14300.0,5277.0,2190.0,5842.0,9007.0,27461.0,26488.0,5270.0,25366.0,6052.0,3662.0
,,,,,,,,424,22274.0,14075.0,5365.0,2179.0,5520.0,9311.0,28193.0,26450.0,5357.0,25825.0,6024.0,3668.0
,,,,,,,,425,22052.0,13825.0,5378.0,2166.0,5245.0,9523.0,28443.0,26322.0,5353.0,25865.0,5921.0,3627.0
,,,,,,,,426,21355.0,13419.0,5341.0,2120.0,5177.0,9510.0,27978.0,25914.0,5240.0,25311.0,5724.0,3524.0
,,,,,,,,427,21213.0,13101.0,5232.0,2113.0,5203.0,9221.0,27113.0,25491.0,5066.0,24556.0,5571.0,3432.0
,,,,,,,,428,20740.0,13341.0,5120.0,2063.0,4951.0,8723.0,26474.0,25275.0,4961.0,24163.0,5461.0,3406.0
,,,,,,,,429,19588.0,12685.0,4962.0,1936.0,4542.0,8960.0,26366.0,25008.0,4944.0,24126.0,5145.0,3233.0
,,,,,,,,430,17880.0,11558.0,4570.0,1758.0,4093.0,8593.0,24760.0,23547.0,4660.0,22746.0,4687.0,2977.0
,,,,,,,,431,16411.0,10730.0,4182.0,1643.0,3776.0,8154.0,22354.0,21663.0,4215.0,20609.0,4390.0,2795.0
,,,,,,,,432,15428.0,10197.0,3902.0,1570.0,3713.0,7463.0,20275.0,20105.0,3831.0,18842.0,4146.0,2669.0
,,,,,,,,433,14763.0,9901.0,3701.0,1519.0,3595.0,6877.0,18821.0,19066.0,3564.0,17523.0,4025.0,2615.0
,,,,,,,,434,14306.0,9720.0,3585.0,1472.0,3544.0,6524.0,18126.0,18514.0,3428.0,16899.0,3954.0,2574.0
,,,,,,,,435,14107.0,9655.0,3519.0,1498.0,3582.0,6291.0,17746.0,18262.0,3344.0,16578.0,3936.0,2528.0
,,,,,,,,436,14287.0,9835.0,3506.0,1535.0,3773.0,6132.0,17600.0,18392.0,3317.0,16444.0,4035.0,2554.0
,,,,,,,,437,14964.0,10301.0,3589.0,1626.0,3987.0,6107.0,17656.0,19284.0,3315.0,16512.0,4301.0,2686.0
,,,,,,,,438,15741.0,10862.0,3797.0,1742.0,4183.0,6184.0,18525.0,20722.0,3475.0,17296.0,4496.0,2759.0
,,,,,,,,439,16499.0,11318.0,3985.0,1824.0,4460.0,6191.0,19693.0,22311.0,3685.0,18456.0,4754.0,2937.0
,,,,,,,,440,17267.0,11769.0,4157.0,1894.0,4733.0,6602.0,20560.0,23636.0,3868.0,19315.0,5026.0,3121.0
,,,,,,,,441,18157.0,12374.0,4280.0,1956.0,5029.0,7203.0,21627.0,24395.0,4107.0,20340.0,5197.0,3273.0
,,,,,,,,442,19170.0,12920.0,4419.0,1984.0,5241.0,7829.0,22663.0,24944.0,4340.0,21284.0,5362.0,3391.0
,,,,,,,,443,20108.0,13370.0,4489.0,2007.0,5414.0,8391.0,23628.0,25324.0,4553.0,22086.0,5512.0,3489.0
,,,,,,,,444,20944.0,13609.0,4533.0,2039.0,5560.0,8976.0,24304.0,25580.0,4705.0,22596.0,5672.0,3581.0
,,,,,,,,445,21852.0,13977.0,4613.0,2058.0,5705.0,9462.0,25023.0,25740.0,4858.0,23175.0,5739.0,3650.0
,,,,,,,,446,22631.0,14291.0,4691.0,2067.0,5758.0,9968.0,26056.0,25838.0,5056.0,24022.0,5814.0,3671.0
,,,,,,,,447,23099.0,14302.0,4728.0,2055.0,5745.0,10411.0,26933.0,25815.0,5206.0,24694.0,5833.0,3684.0
,,,,,,,,448,23256.0,14335.0,4759.0,2020.0,5569.0,10705.0,27534.0,25768.0,5297.0,25086.0,5805.0,3702.0
,,,,,,,,449,22842.0,14059.0,4754.0,1955.0,5316.0,10816.0,27812.0,25611.0,5316.0,25168.0,5672.0,3595.0
,,,,,,,,450,21839.0,13464.0,4718.0,1914.0,5223.0,10681.0,27303.0,25253.0,5192.0,24600.0,5434.0,3461.0
,,,,,,,,451,21374.0,13109.0,4629.0,1911.0,5259.0,10277.0,26309.0,24722.0,4986.0,23738.0,5316.0,3351.0
,,,,,,,,452,20730.0,13178.0,4517.0,1888.0,5007.0,9983.0,25417.0,24548.0,4827.0,23159.0,5234.0,3337.0
,,,,,,,,453,19630.0,12545.0,4421.0,1795.0,4624.0,9787.0,25166.0,24337.0,4781.0,23045.0,4967.0,3156.0
,,,,,,,,454,18215.0,11590.0,4187.0,1673.0,4253.0,9238.0,23773.0,23129.0,4527.0,21901.0,4595.0,2943.0
,,,,,,,,455,16876.0,10862.0,3901.0,1569.0,3975.0,8708.0,21998.0,21422.0,4193.0,20331.0,4279.0,2753.0
,,,,,,,,456,15785.0,10199.0,3683.0,1536.0,3782.0,8055.0,20114.0,19927.0,3841.0,18702.0,4073.0,2626.0
,,,,,,,,457,15038.0,9868.0,3520.0,1467.0,3647.0,7475.0,18644.0,18856.0,3556.0,17370.0,3925.0,2534.0
,,,,,,,,458,14483.0,9585.0,3436.0,1452.0,3567.0,7065.0,17778.0,18260.0,3377.0,16589.0,3836.0,2479.0
,,,,,,,,459,14069.0,9446.0,3366.0,1442.0,3547.0,6740.0,17074.0,17881.0,3245.0,15967.0,3784.0,2436.0
,,,,,,,,460,13918.0,9444.0,3322.0,1461.0,3593.0,6521.0,16677.0,17827.0,3160.0,15597.0,3798.0,2433.0
,,,,,,,,461,13930.0,9574.0,3343.0,1490.0,3629.0,6345.0,16593.0,18102.0,3137.0,15513.0,3874.0,2473.0
,,,,,,,,462,13918.0,9526.0,3367.0,1541.0,3752.0,6299.0,16854.0,18606.0,3179.0,15745.0,3908.0,2457.0
,,,,,,,,463,15050.0,9775.0,3493.0,1629.0,4083.0,6120.0,17136.0,19569.0,3222.0,16066.0,4114.0,2543.0
,,,,,,,,464,16633.0,10293.0,3709.0,1696.0,4429.0,6423.0,17648.0,20828.0,3335.0,16584.0,4321.0,2664.0
,,,,,,,,465,18306.0,10740.0,3863.0,1754.0,4742.0,7111.0,18682.0,22118.0,3570.0,17589.0,4555.0,2781.0
,,,,,,,,466,19791.0,11055.0,3992.0,1794.0,5008.0,7884.0,19660.0,22962.0,3801.0,18528.0,4713.0,2873.0
,,,,,,,,467,21024.0,11315.0,4071.0,1819.0,5224.0,8588.0,20519.0,23373.0,4011.0,19235.0,4879.0,2946.0
,,,,,,,,468,21982.0,11478.0,4136.0,1809.0,5401.0,9239.0,21141.0,23547.0,4162.0,19738.0,5008.0,2997.0
,,,,,,,,469,22858.0,11771.0,4216.0,1814.0,5557.0,9794.0,21862.0,23659.0,4337.0,20383.0,5122.0,3074.0
,,,,,,,,470,23608.0,12124.0,4318.0,1838.0,5638.0,10248.0,22577.0,23812.0,4478.0,21005.0,5246.0,3112.0
,,,,,,,,471,24087.0,12487.0,4435.0,1868.0,5666.0,10603.0,23257.0,24025.0,4604.0,21552.0,5351.0,3175.0
,,,,,,,,472,24236.0,12868.0,4578.0,1894.0,5570.0,10725.0,23899.0,24369.0,4697.0,21990.0,5377.0,3216.0
,,,,,,,,473,23857.0,13079.0,4688.0,1893.0,5384.0,10781.0,24239.0,24582.0,4733.0,22157.0,5376.0,3227.0
,,,,,,,,474,22729.0,12956.0,4699.0,1892.0,5265.0,10650.0,24096.0,24658.0,4686.0,21931.0,5262.0,3184.0
,,,,,,,,475,21943.0,12708.0,4624.0,1888.0,5259.0,10299.0,23420.0,24278.0,4539.0,21371.0,5194.0,3118.0
,,,,,,,,476,20978.0,12719.0,4502.0,1870.0,5026.0,9913.0,22853.0,24188.0,4422.0,21049.0,5129.0,3127.0
,,,,,,,,477,19740.0,12116.0,4435.0,1772.0,4683.0,9777.0,22919.0,23926.0,4408.0,21182.0,4870.0,2979.0
,,,,,,,,478,18290.0,11187.0,4162.0,1678.0,4307.0,9399.0,21884.0,22725.0,4198.0,20331.0,4509.0,2787.0
,,,,,,,,479,16915.0,10567.0,3875.0,1579.0,4027.0,8857.0,20274.0,21054.0,3870.0,18895.0,4211.0,2658.0
,,,,,,,,480,15894.0,9964.0,3640.0,1521.0,3815.0,8259.0,18611.0,19584.0,3550.0,17424.0,3974.0,2537.0
,,,,,,,,481,15141.0,9641.0,3499.0,1484.0,3663.0,7701.0,17385.0,18714.0,3306.0,16335.0,3857.0,2479.0
,,,,,,,,482,14553.0,9292.0,3381.0,1444.0,3572.0,7448.0,16711.0,18084.0,3169.0,15704.0,3760.0,2425.0
,,,,,,,,483,14160.0,9287.0,3333.0,1459.0,3529.0,6915.0,16108.0,17707.0,3043.0,15148.0,3698.0,2381.0
,,,,,,,,484,13876.0,9229.0,3280.0,1457.0,3536.0,6639.0,15680.0,17643.0,2947.0,14724.0,3722.0,2384.0
,,,,,,,,485,13786.0,9309.0,3304.0,1480.0,3539.0,6452.0,15600.0,17743.0,2924.0,14635.0,3799.0,2419.0
,,,,,,,,486,13615.0,9198.0,3336.0,1516.0,3636.0,6334.0,15722.0,18016.0,2935.0,14750.0,3822.0,2396.0
,,,,,,,,487,14722.0,9371.0,3402.0,1588.0,3960.0,6102.0,15742.0,18548.0,2933.0,14809.0,3998.0,2465.0
,,,,,,,,488,16390.0,10071.0,3581.0,1654.0,4346.0,6404.0,16077.0,19799.0,3012.0,15175.0,4292.0,2609.0
,,,,,,,,489,18088.0,10795.0,3770.0,1702.0,4699.0,7061.0,16998.0,21187.0,3225.0,16001.0,4558.0,2747.0
,,,,,,,,490,19750.0,11528.0,3938.0,1752.0,5013.0,7857.0,17950.0,22138.0,3446.0,16936.0,4743.0,2842.0
,,,,,,,,491,21200.0,12218.0,4105.0,1777.0,5264.0,8569.0,18878.0,22722.0,3660.0,17802.0,4971.0,2982.0
,,,,,,,,492,22335.0,12837.0,4240.0,1799.0,5450.0,9194.0,19670.0,23104.0,3850.0,18474.0,5090.0,3043.0
,,,,,,,,493,23212.0,13470.0,4377.0,1827.0,5480.0,9546.0,20301.0,23368.0,4012.0,19095.0,5309.0,3161.0
,,,,,,,,494,24123.0,13974.0,4559.0,1866.0,5413.0,10113.0,20689.0,23593.0,4113.0,19517.0,5421.0,3242.0
,,,,,,,,495,24608.0,14391.0,4718.0,1914.0,5333.0,10417.0,21343.0,23814.0,4259.0,20100.0,5530.0,3305.0
,,,,,,,,496,24738.0,14748.0,4840.0,1956.0,5272.0,10631.0,21952.0,24097.0,4385.0,20594.0,5569.0,3366.0
,,,,,,,,497,24452.0,14903.0,4965.0,1923.0,5148.0,10652.0,22453.0,24299.0,4479.0,21002.0,5500.0,3397.0
,,,,,,,,498,23386.0,14678.0,4949.0,1939.0,5110.0,10559.0,22662.0,24339.0,4487.0,21077.0,5330.0,3322.0
,,,,,,,,499,22793.0,14252.0,4816.0,1971.0,5139.0,10165.0,22401.0,24301.0,4402.0,20922.0,5260.0,3287.0
,,,,,,,,500,21862.0,14083.0,4669.0,1920.0,4888.0,9833.0,22270.0,24403.0,4352.0,20861.0,5162.0,3270.0
,,,,,,,,501,20446.0,13197.0,4542.0,1836.0,4485.0,9651.0,22680.0,24121.0,4399.0,21243.0,4912.0,3086.0
,,,,,,,,502,18580.0,11897.0,4180.0,1706.0,4084.0,9081.0,21579.0,22661.0,4154.0,20241.0,4492.0,2810.0
,,,,,,,,503,17027.0,11075.0,3802.0,1602.0,3813.0,8481.0,19719.0,20853.0,3774.0,18534.0,4196.0,2664.0
,,,,,,,,504,15911.0,10316.0,3567.0,1535.0,3643.0,7785.0,18056.0,19457.0,3453.0,17042.0,4005.0,2537.0
,,,,,,,,505,11290.0,9102.0,2618.0,1390.0,2815.0,5531.0,15694.0,17832.0,2921.0,14283.0,3556.0,2339.0
,,,,,,,,506,10974.0,9094.0,2599.0,1386.0,2828.0,5306.0,15242.0,17587.0,2839.0,13797.0,3581.0,2330.0
,,,,,,,,507,10840.0,9273.0,2636.0,1415.0,2942.0,5144.0,14968.0,17623.0,2776.0,13534.0,3640.0,2364.0
,,,,,,,,508,11065.0,9545.0,2709.0,1496.0,3141.0,5113.0,14910.0,18205.0,2751.0,13466.0,3798.0,2410.0
,,,,,,,,509,11654.0,9980.0,2930.0,1650.0,3443.0,5089.0,15073.0,19628.0,2771.0,13583.0,4149.0,2549.0
,,,,,,,,510,12293.0,10949.0,3319.0,1809.0,3541.0,5279.0,16058.0,22230.0,2938.0,14454.0,4561.0,2767.0
,,,,,,,,511,12601.0,11122.0,3629.0,1853.0,3613.0,5504.0,17594.0,24673.0,3219.0,15829.0,4701.0,2839.0
,,,,,,,,512,13154.0,11119.0,3648.0,1892.0,3703.0,5558.0,18652.0,25491.0,3409.0,16800.0,4678.0,2873.0
,,,,,,,,513,14016.0,11209.0,3592.0,1901.0,3792.0,5845.0,19389.0,25343.0,3594.0,17606.0,4689.0,2917.0
,,,,,,,,514,14932.0,11264.0,3582.0,1878.0,3857.0,6152.0,20166.0,24993.0,3772.0,18396.0,4689.0,2946.0
,,,,,,,,515,15928.0,11176.0,3527.0,1845.0,3912.0,6447.0,20776.0,24594.0,3933.0,19023.0,4679.0,2919.0
,,,,,,,,516,16870.0,11163.0,3477.0,1831.0,3984.0,6760.0,21240.0,24403.0,4060.0,19498.0,4689.0,2919.0
,,,,,,,,517,17678.0,11248.0,3437.0,1813.0,4075.0,7014.0,21460.0,24165.0,4142.0,19805.0,4699.0,2879.0
,,,,,,,,518,18423.0,11217.0,3395.0,1810.0,4126.0,7372.0,21743.0,24017.0,4227.0,20086.0,4708.0,2879.0
,,,,,,,,519,18795.0,11227.0,3381.0,1800.0,4163.0,7720.0,21983.0,23826.0,4308.0,20368.0,4691.0,2870.0
,,,,,,,,520,18916.0,11273.0,3369.0,1821.0,4138.0,7957.0,22060.0,23723.0,4325.0,20453.0,4650.0,2856.0
,,,,,,,,521,18577.0,11374.0,3377.0,1855.0,4160.0,8008.0,22040.0,23889.0,4308.0,20387.0,4645.0,2876.0
,,,,,,,,522,18389.0,11691.0,3408.0,1896.0,4303.0,7824.0,21812.0,24394.0,4227.0,20057.0,4762.0,2957.0
,,,,,,,,523,17794.0,12032.0,3533.0,1875.0,4210.0,7788.0,22090.0,25149.0,4233.0,20178.0,4839.0,3003.0
,,,,,,,,524,16814.0,11643.0,3541.0,1847.0,3936.0,7752.0,22839.0,25218.0,4338.0,20789.0,4671.0,2937.0
,,,,,,,,525,15586.0,10951.0,3374.0,1725.0,3580.0,7525.0,22105.0,23980.0,4184.0,20063.0,4359.0,2765.0
,,,,,,,,526,14145.0,10031.0,3103.0,1577.0,3257.0,7157.0,20703.0,22241.0,3900.0,18782.0,4061.0,2560.0
,,,,,,,,527,12880.0,9552.0,2882.0,1498.0,3070.0,6694.0,18894.0,20453.0,3547.0,17131.0,3850.0,2470.0
,,,,,,,,528,12045.0,9131.0,2733.0,1471.0,2966.0,6242.0,17208.0,19156.0,3199.0,15607.0,3708.0,2410.0
,,,,,,,,529,11575.0,8966.0,2657.0,1428.0,2911.0,5834.0,16322.0,18330.0,3034.0,14773.0,3643.0,2341.0
,,,,,,,,530,11195.0,8856.0,2629.0,1410.0,2884.0,5574.0,15757.0,18038.0,2907.0,14227.0,3606.0,2321.0
,,,,,,,,531,11059.0,8920.0,2644.0,1444.0,2964.0,5412.0,15334.0,17973.0,2827.0,13836.0,3641.0,2310.0
,,,,,,,,532,11261.0,9209.0,2729.0,1522.0,3187.0,5312.0,15247.0,18402.0,2796.0,13722.0,3782.0,2404.0
,,,,,,,,533,11933.0,9924.0,2932.0,1672.0,3498.0,5328.0,15818.0,19724.0,2895.0,14228.0,4132.0,2580.0
,,,,,,,,534,12538.0,10874.0,3341.0,1833.0,3605.0,5483.0,16536.0,22130.0,3011.0,14809.0,4534.0,2810.0
,,,,,,,,535,12889.0,10960.0,3626.0,1883.0,3707.0,5706.0,18200.0,24495.0,3314.0,16321.0,4652.0,2911.0
,,,,,,,,536,13607.0,10994.0,3619.0,1893.0,3828.0,5760.0,18985.0,25275.0,3454.0,17058.0,4695.0,2917.0
,,,,,,,,537,14313.0,11080.0,3582.0,1880.0,3965.0,6002.0,19521.0,25098.0,3587.0,17699.0,4687.0,2960.0
,,,,,,,,538,15306.0,11149.0,3532.0,1861.0,4095.0,6342.0,20119.0,24821.0,3732.0,18316.0,4673.0,2954.0
,,,,,,,,539,16253.0,11226.0,3480.0,1838.0,4193.0,6684.0,20690.0,24517.0,3875.0,18916.0,4679.0,2957.0
,,,,,,,,540,17104.0,11235.0,3434.0,1807.0,4303.0,7000.0,21015.0,24253.0,3979.0,19295.0,4695.0,2951.0
,,,,,,,,541,17905.0,11206.0,3419.0,1785.0,4389.0,7269.0,21048.0,23995.0,4020.0,19345.0,4713.0,2925.0
,,,,,,,,542,18521.0,11187.0,3397.0,1766.0,4512.0,7570.0,21233.0,23754.0,4080.0,19522.0,4684.0,2925.0
,,,,,,,,543,18927.0,11155.0,3389.0,1735.0,4562.0,7842.0,21309.0,23579.0,4128.0,19634.0,4666.0,2902.0
,,,,,,,,544,18989.0,11201.0,3379.0,1733.0,4461.0,8043.0,21300.0,23436.0,4139.0,19635.0,4640.0,2867.0
,,,,,,,,545,18516.0,11443.0,3384.0,1753.0,4443.0,8024.0,21171.0,23654.0,4107.0,19401.0,4627.0,2885.0
,,,,,,,,546,18387.0,11822.0,3416.0,1841.0,4556.0,7783.0,20904.0,24211.0,4020.0,19086.0,4748.0,2951.0
,,,,,,,,547,17830.0,11944.0,3535.0,1831.0,4436.0,7880.0,21523.0,25128.0,4097.0,19570.0,4797.0,3043.0
,,,,,,,,548,16915.0,11705.0,3549.0,1799.0,4137.0,7853.0,22250.0,25246.0,4198.0,20142.0,4659.0,2971.0
,,,,,,,,549,15777.0,11055.0,3367.0,1705.0,3740.0,7579.0,21688.0,24153.0,4077.0,19642.0,4386.0,2825.0
,,,,,,,,550,14339.0,10208.0,3114.0,1601.0,3384.0,7211.0,20402.0,22404.0,3813.0,18439.0,4071.0,2638.0
,,,,,,,,551,13029.0,9814.0,2865.0,1508.0,3177.0,6724.0,18704.0,20681.0,3490.0,16905.0,3843.0,2531.0
,,,,,,,,552,12148.0,9414.0,2709.0,1471.0,3035.0,6239.0,17221.0,19305.0,3195.0,15555.0,3695.0,2451.0
,,,,,,,,553,11592.0,9198.0,2655.0,1466.0,2982.0,5850.0,16293.0,18620.0,3008.0,14697.0,3654.0,2436.0
,,,,,,,,554,11212.0,9048.0,2626.0,1454.0,2965.0,5588.0,15645.0,18324.0,2876.0,14069.0,3644.0,2404.0
,,,,,,,,555,11065.0,9117.0,2624.0,1486.0,3043.0,5428.0,15230.0,18284.0,2797.0,13660.0,3660.0,2407.0
,,,,,,,,556,11179.0,9462.0,2725.0,1563.0,3260.0,5341.0,15118.0,18727.0,2768.0,13542.0,3775.0,2493.0
,,,,,,,,557,11864.0,10178.0,2895.0,1743.0,3557.0,5330.0,15425.0,20153.0,2811.0,13801.0,4149.0,2666.0
,,,,,,,,558,12524.0,11139.0,3299.0,1863.0,3655.0,5492.0,16291.0,22629.0,2955.0,14562.0,4559.0,2931.0
,,,,,,,,559,12836.0,11388.0,3561.0,1923.0,3755.0,5750.0,17986.0,25003.0,3271.0,16066.0,4695.0,3020.0
,,,,,,,,560,13434.0,11333.0,3577.0,1903.0,3893.0,5825.0,18916.0,25782.0,3451.0,16976.0,4691.0,2954.0
,,,,,,,,561,14271.0,11342.0,3538.0,1864.0,4036.0,6028.0,19317.0,25454.0,3536.0,17442.0,4720.0,2963.0
,,,,,,,,562,15239.0,11176.0,3510.0,1848.0,4138.0,6294.0,19696.0,25089.0,3638.0,17931.0,4729.0,2937.0
,,,,,,,,563,16077.0,11102.0,3460.0,1810.0,4260.0,6602.0,20184.0,24715.0,3734.0,18414.0,4691.0,2922.0
,,,,,,,,564,16801.0,11223.0,3447.0,1807.0,4420.0,6878.0,20472.0,24477.0,3810.0,18723.0,4726.0,2896.0
,,,,,,,,565,17422.0,11120.0,3416.0,1804.0,4549.0,7082.0,20551.0,24366.0,3844.0,18802.0,4757.0,2876.0
,,,,,,,,566,17929.0,11082.0,3402.0,1789.0,4628.0,7184.0,20778.0,24171.0,3924.0,19020.0,4770.0,2873.0
,,,,,,,,567,18198.0,11101.0,3398.0,1796.0,4646.0,7307.0,20870.0,24040.0,3938.0,19118.0,4760.0,2839.0
,,,,,,,,568,18257.0,11096.0,3423.0,1776.0,4570.0,7115.0,20883.0,23993.0,3953.0,19078.0,4699.0,2836.0
,,,,,,,,569,17864.0,11203.0,3403.0,1808.0,4518.0,6997.0,20724.0,24254.0,3920.0,18852.0,4689.0,2836.0
,,,,,,,,570,17901.0,11588.0,3427.0,1871.0,4601.0,6969.0,20438.0,24818.0,3836.0,18508.0,4781.0,2888.0
,,,,,,,,571,17335.0,12040.0,3556.0,1875.0,4463.0,7097.0,21107.0,25685.0,3933.0,19044.0,4863.0,2974.0
,,,,,,,,572,16592.0,11588.0,3548.0,1801.0,4174.0,7127.0,21864.0,25636.0,4055.0,19664.0,4726.0,2931.0
,,,,,,,,573,15612.0,10886.0,3385.0,1691.0,3786.0,7025.0,21385.0,24446.0,3960.0,19252.0,4438.0,2775.0
,,,,,,,,574,14263.0,10159.0,3119.0,1566.0,3468.0,6778.0,20177.0,22662.0,3734.0,18169.0,4100.0,2591.0
,,,,,,,,575,13038.0,9651.0,2896.0,1471.0,3238.0,6378.0,18603.0,20816.0,3423.0,16749.0,3887.0,2465.0
,,,,,,,,576,12246.0,9312.0,2716.0,1453.0,3091.0,5963.0,17139.0,19387.0,3134.0,15406.0,3733.0,2387.0
,,,,,,,,577,11734.0,9092.0,2647.0,1418.0,3032.0,5622.0,16303.0,18545.0,2977.0,14629.0,3616.0,2330.0
,,,,,,,,578,11385.0,8945.0,2628.0,1408.0,3028.0,5409.0,15688.0,18162.0,2856.0,14070.0,3613.0,2292.0
,,,,,,,,579,11256.0,9011.0,2616.0,1434.0,3112.0,5200.0,15344.0,18132.0,2784.0,13748.0,3637.0,2301.0
,,,,,,,,580,11447.0,9264.0,2687.0,1519.0,3354.0,5131.0,15244.0,18531.0,2774.0,13627.0,3798.0,2378.0
,,,,,,,,581,12185.0,9927.0,2890.0,1666.0,3658.0,5180.0,15518.0,19855.0,2811.0,13865.0,4149.0,2554.0
,,,,,,,,582,13157.0,10823.0,3237.0,1808.0,3777.0,5344.0,16455.0,22258.0,2975.0,14680.0,4535.0,2798.0
,,,,,,,,583,13307.0,11067.0,3559.0,1861.0,3875.0,5579.0,17736.0,24618.0,3198.0,15833.0,4698.0,2899.0
,,,,,,,,584,13565.0,11165.0,3557.0,1887.0,4052.0,5643.0,18458.0,25461.0,3334.0,16534.0,4746.0,2931.0
