region,Resource,technology,cluster,R_ID,Zone,STOR,SOLAR,BIOPOWER,NONCCS_COAL,CCS_COAL,GEOTHERMAL,WIND,NONCCS_GAS,CCS_GAS,LHYDRO,SHYDRO,HYDRO,NUCLEAR,BATTERY,PUMPED,FLYWHEEL,THERMALSTOR,NONDISP,RENEW,CES,OTHER,Commit,New_Build,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,Cap_Size,Max_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,VRE,THERM,MUST_RUN,FLEX,Existing_Cap_MWh,Var_Cost,CO2_Rate,Start_Cost,CO2_Per_Start,MinInter,MinCoef,MaxInter,MaxCoef
ID,ID_geothermal_1,geothermal,1,22,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.2,1.0,12.2,12.2,0.0,0.0,19.804,0.0,0.0,0.0,0.0,0.0,9.1,None,0.041,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID,ID_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,23,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,319.9,1.0,319.9,319.9,0.0,0.0,1.562,0.0,0.0,4.31,87.0,2.0,6.99,mountain_naturalgas,0.449,1.0,1.0,0.0,0.0,0.64,0.64,6,6,0,1,0,0,0.0,0.003660380000000001,0.37088940000000004,0.009623999999999999,0.10612,0.0,0.0,0.0,0.0
ID,ID_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,24,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.2,1.0,5.2,5.2,0.0,0.0,1.3383,0.0,0.0,4.5,113.0,3.5,11.26,mountain_naturalgas,0.058,1.0,1.0,0.0,0.0,0.8,0.8,6,6,0,1,0,0,0.0,0.00565212,0.5974556,0.012917000000000001,0.18571000000000001,0.0,0.0,0.0,0.0
ID,ID_small_hydroelectric_1,small_hydroelectric,1,25,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,195.4,101.0,400.768,1.935,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.193,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID,ID_solar_photovoltaic_1,solar_photovoltaic,1,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,230.0,10.0,230.0,23.0,0.0,0.0,1.5246,0.0,0.0,0.0,0.0,0.0,9.1,None,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,MT_conventional_hydroelectric_1,conventional_hydroelectric,1,27,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2497.6,46.0,2497.616,54.296,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.227,1.0,1.0,0.0,0.0,0.083,0.066,0,0,0,0,0,0,17552.99571,0.0,0.0,0.0,0.0,-0.1615,0.8602,0.328,0.7374
MT,MT_conventional_steam_coal_1,conventional_steam_coal,1,28,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108.5,2.0,108.5,54.25,0.0,0.0,7.1893,0.0,0.0,1.78,117.0,13.7,13.33,mountain_coal,0.3,1.0,1.0,0.0,0.0,0.25,0.25,24,24,0,1,0,0,0.0,0.0020975200000000003,1.2732816,0.0136728,1.3086239999999998,0.0,0.0,0.0,0.0
MT,MT_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,29,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144.3,3.0,144.3,48.1,0.0,0.0,1.1033,0.0,0.0,4.5,113.0,3.5,12.52,mountain_naturalgas,0.104,1.0,1.0,0.0,0.0,0.8,0.8,6,6,0,1,0,0,0.0,0.006234239999999999,0.6643112,0.012917000000000001,0.18571000000000001,0.0,0.0,0.0,0.0
MT,MT_small_hydroelectric_1,small_hydroelectric,1,30,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,78.7,28.0,103.796,2.809,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.196,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,MT_solar_photovoltaic_1,solar_photovoltaic,1,31,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17.0,6.0,16.998,2.833,0.0,0.0,1.5246,0.0,0.0,0.0,0.0,0.0,9.21,None,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,NM_batteries_1,batteries,1,32,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6,4.0,3.6,0.9,0.0,0.0,0.6097,0.0,0.0,0.0,0.0,0.0,2.56,None,0.0,0.92,0.92,1.0,10.0,1.0,1.0,0,0,0,0,0,0,11.6316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,NM_conventional_hydroelectric_1,conventional_hydroelectric,1,33,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2,1.0,0.2,0.2,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.21,None,0.0,1.0,1.0,0.0,0.0,0.083,0.083,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0112,0.5227,0.3774,1.0063
NM,NM_geothermal_1,geothermal,1,34,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.8,5.0,13.8,2.76,0.0,0.0,19.804,0.0,0.0,0.0,0.0,0.0,9.1,None,0.377,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,NM_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,35,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138.0,1.0,138.0,138.0,0.0,0.0,0.927,0.0,0.0,3.42,87.0,2.0,8.28,mountain_naturalgas,0.37,1.0,1.0,0.0,0.0,0.64,0.64,6,6,0,1,0,0,0.0,0.00416736,0.43933679999999997,0.009623999999999999,0.10612,0.0,0.0,0.0,0.0
NM,NM_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,36,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,547.3,8.0,547.296,68.412,0.0,0.0,1.0703,0.0,0.0,4.5,113.0,3.5,9.54,mountain_naturalgas,0.214,1.0,1.0,0.0,0.0,0.8,0.8,6,6,0,1,0,0,0.0,0.00485748,0.5061924,0.012917000000000001,0.18571000000000001,0.0,0.0,0.0,0.0
NM,NM_natural_gas_steam_turbine_1,natural_gas_steam_turbine,1,37,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7,1.0,0.7,0.7,0.0,0.0,4.859,0.0,0.0,1.0,83.0,13.7,9.21,mountain_naturalgas,0.461,1.0,1.0,0.0,0.0,0.8,0.8,6,6,0,1,0,0,0.0,0.00435502,0.4886826000000001,0.014629399999999999,0.726922,0.0,0.0,0.0,0.0
NM,NM_onshore_wind_turbine_1,onshore_wind_turbine,1,38,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,526.0,2.0,526.0,263.0,0.0,0.0,4.2141,0.0,0.0,0.0,0.0,0.0,9.14,None,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,NM_small_hydroelectric_1,small_hydroelectric,1,39,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,17.6,9.0,82.701,1.951,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.168,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,NM_solar_photovoltaic_1,solar_photovoltaic,1,40,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,348.9,53.0,348.899,6.583,0.0,0.0,1.5246,0.0,0.0,0.0,0.0,0.0,9.12,None,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NV,NV_batteries_1,batteries,1,41,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0,1.0,20.0,20.0,0.0,0.0,0.6097,0.0,0.0,0.0,0.0,0.0,9.21,None,0.0,0.92,0.92,1.0,10.0,1.0,1.0,0,0,0,0,0,0,64.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NV,NV_conventional_hydroelectric_1,conventional_hydroelectric,1,42,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1039.4,9.0,1039.401,115.489,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.0,1.0,1.0,0.0,0.0,0.083,0.083,0,0,0,0,0,0,5602.289092,0.0,0.0,0.0,0.0,-0.0112,0.5227,0.3774,1.0063
NV,NV_conventional_steam_coal_1,conventional_steam_coal,1,43,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,438.4,2.0,438.4,219.2,0.0,0.0,7.1712,0.0,0.0,1.78,117.0,13.7,9.89,mountain_coal,0.3,1.0,1.0,0.0,0.0,0.25,0.25,24,24,0,1,0,0,0.0,0.00160216,0.9446928,0.0136728,1.3086239999999998,0.0,0.0,0.0,0.0
NV,NV_geothermal_1,geothermal,1,44,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,741.8,53.0,741.788,13.996,0.0,0.0,19.804,0.0,0.0,0.0,0.0,0.0,9.12,None,0.326,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NV,NV_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,45,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,524.0,1.0,524.0,524.0,0.0,0.0,0.927,0.0,0.0,3.42,87.0,2.0,7.14,mountain_naturalgas,0.429,1.0,1.0,0.0,0.0,0.64,0.64,6,6,0,1,0,0,0.0,0.0036406800000000003,0.37884840000000003,0.009623999999999999,0.10612,0.0,0.0,0.0,0.0
NV,NV_small_hydroelectric_1,small_hydroelectric,1,46,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,7.6,8.0,11.2,0.949,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.17,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NV,NV_solar_photovoltaic_1,solar_photovoltaic,1,47,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2415.4,57.0,2415.375,42.375,0.0,0.0,1.5246,0.0,0.0,0.0,0.0,0.0,9.14,None,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NV,NV_solar_thermal_with_energy_storage_1,solar_thermal_with_energy_storage,1,48,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,110.0,1.0,110.0,110.0,0.0,0.0,6.7612,0.0,0.0,0.0,0.0,0.0,9.1,None,0.0,0.92,0.92,1.0,10.0,1.0,1.0,0,0,0,0,0,0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NorCal,NorCal_batteries_1,batteries,1,49,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,350.5,9.0,350.496,38.944,0.0,0.0,0.6097,0.0,0.0,0.0,0.0,0.0,1.17,None,0.0,0.92,0.92,1.0,10.0,1.0,1.0,0,0,0,0,0,0,1132.4655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NorCal,NorCal_biomass_1,biomass,1,50,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,182.9,51.0,182.886,3.586,0.0,0.0,12.2976,0.0,0.0,5.73,117.0,16.5,16.37,None,0.265,1.0,1.0,0.0,0.0,0.6,0.6,24,24,0,0,1,0,0.0,0.000573,0.0,0.0117,0.0,0.0,0.0,0.0,0.0
NorCal,NorCal_conventional_hydroelectric_1,conventional_hydroelectric,1,51,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7345.7,126.0,7345.674,58.299,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.06,1.0,1.0,0.0,0.0,0.123,0.123,0,0,0,0,0,0,16683.24318,0.0,0.0,0.0,0.0,0.008,0.4416,0.2365,0.9413
NorCal,NorCal_geothermal_1,geothermal,1,52,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,889.4,24.0,889.392,37.058,0.0,0.0,19.804,0.0,0.0,0.0,0.0,0.0,9.1,None,0.385,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NorCal,NorCal_hydroelectric_pumped_storage_1,hydroelectric_pumped_storage,1,53,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,2276.9,24.0,2276.904,94.871,0.0,0.0,3.846,0.0,0.0,0.0,0.0,0.0,1.96,None,0.0,0.866,0.866,1.0,10.0,1.0,1.0,0,0,0,0,0,0,18130.954700000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NorCal,NorCal_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,54,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1824.5,8.0,1824.496,228.062,0.0,0.0,1.2242,0.0,0.0,3.73,87.0,2.0,7.59,pacific_naturalgas,0.511,1.0,1.0,0.0,0.0,0.64,0.64,6,6,0,1,0,0,0.0,0.00368983,0.4027254,0.009574,0.10612,0.0,0.0,0.0,0.0
NorCal,NorCal_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,55,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1193.8,15.0,1193.805,79.587,0.0,0.0,0.9937,0.0,0.0,4.5,113.0,3.5,11.32,pacific_naturalgas,0.529,1.0,1.0,0.0,0.0,0.8,0.8,6,6,0,1,0,0,0.0,0.00539684,0.6006392,0.012829499999999999,0.18571000000000001,0.0,0.0,0.0,0.0
NorCal,NorCal_other_peaker_1,other_peaker,1,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,255.4,103.0,255.44,2.48,0.0,0.0,1.1394,0.0,0.0,5.12,117.0,3.5,10.82,None,0.167,1.0,1.0,0.0,0.0,0.9,0.9,6,6,0,1,0,0,0.0,0.000512,0.0,0.0117,0.0,0.0,0.0,0.0,0.0
NorCal,NorCal_small_hydroelectric_1,small_hydroelectric,1,57,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,265.5,135.0,732.915,1.967,0.0,0.0,4.456,0.0,0.0,0.0,0.0,0.0,9.1,None,0.086,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NorCal,NorCal_solar_photovoltaic_1,solar_photovoltaic,1,58,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3612.5,190.0,3612.47,19.013,0.0,0.0,1.5246,0.0,0.0,0.0,0.0,0.0,9.13,None,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
