technology,planning_year,capex_mw,capex_mwh,fixed_o_m_mw,fixed_o_m_mwh,variable_o_m_mwh,wacc_real,dollar_year,heat_rate,notes
NewPumped,2050,2511000,0,25000,0,0,0.0724,2017,0,
